rate_date,currency,rate_to_usd
2026-06-28,GBP,1.353373
2026-06-29,GBP,1.353696
2026-06-30,GBP,1.345862
2026-07-01,GBP,1.352085
2024-01-01,BRL,0.185485
2024-01-02,BRL,0.186091
2024-01-03,BRL,0.186401
2024-01-04,BRL,0.187398
2024-01-05,BRL,0.186999
2024-01-06,BRL,0.187033
2024-01-07,BRL,0.186969
2024-01-08,BRL,0.186053
2024-01-09,BRL,0.186375
2024-01-10,BRL,0.186246
2024-01-11,BRL,0.185987
2024-01-12,BRL,0.186282
2024-01-13,BRL,0.18688
2024-01-14,BRL,0.185793
2024-01-15,BRL,0.186483
2024-01-16,BRL,0.185692
2024-01-17,BRL,0.185731
2024-01-18,BRL,0.186393
2024-01-19,BRL,0.185706
2024-01-20,BRL,0.184726
2024-01-21,BRL,0.186232
2024-01-22,BRL,0.186745
2024-01-23,BRL,0.185853
2024-01-24,BRL,0.186559
2024-01-25,BRL,0.186181
2024-01-26,BRL,0.186547
2024-01-27,BRL,0.186264
2024-01-28,BRL,0.185742
2024-01-29,BRL,0.185656
2024-01-30,BRL,0.186263
2024-01-31,BRL,0.187496
2024-02-01,BRL,0.187585
2024-02-02,BRL,0.187847
2024-02-03,BRL,0.188074
2024-02-04,BRL,0.187267
2024-02-05,BRL,0.186446
2024-02-06,BRL,0.185484
2024-02-07,BRL,0.184406
2024-02-08,BRL,0.185196
2024-02-09,BRL,0.184241
2024-02-10,BRL,0.185367
2024-02-11,BRL,0.185823
2024-02-12,BRL,0.185667
2024-02-13,BRL,0.186511
2024-02-14,BRL,0.186924
2024-02-15,BRL,0.187312
2024-02-16,BRL,0.187487
2024-02-17,BRL,0.187034
2024-02-18,BRL,0.187301
2024-02-19,BRL,0.186831
2024-02-20,BRL,0.186624
2024-02-21,BRL,0.186423
2024-02-22,BRL,0.186565
2024-02-23,BRL,0.187368
2024-02-24,BRL,0.188665
2024-02-25,BRL,0.187779
2024-02-26,BRL,0.187636
2024-02-27,BRL,0.187489
2024-02-28,BRL,0.187845
2024-02-29,BRL,0.188318
2024-03-01,BRL,0.188662
2024-03-02,BRL,0.188469
2024-03-03,BRL,0.189487
2024-03-04,BRL,0.190518
2024-03-05,BRL,0.190841
2024-03-06,BRL,0.189768
2024-03-07,BRL,0.188324
2024-03-08,BRL,0.18825
2024-03-09,BRL,0.188626
2024-03-10,BRL,0.188277
2024-03-11,BRL,0.18941
2024-03-12,BRL,0.190001
2024-03-13,BRL,0.190627
2024-03-14,BRL,0.190521
2024-03-15,BRL,0.190043
2024-03-16,BRL,0.190376
2024-03-17,BRL,0.190666
2024-03-18,BRL,0.19118
2024-03-19,BRL,0.191496
2024-03-20,BRL,0.191773
2024-03-21,BRL,0.192519
2024-03-22,BRL,0.191842
2024-03-23,BRL,0.191434
2024-03-24,BRL,0.190072
2024-03-25,BRL,0.190213
2024-03-26,BRL,0.190931
2024-03-27,BRL,0.190397
2024-03-28,BRL,0.190199
2024-03-29,BRL,0.190312
2024-03-30,BRL,0.191428
2024-03-31,BRL,0.191698
2024-04-01,BRL,0.191696
2024-04-02,BRL,0.190619
2024-04-03,BRL,0.191071
2024-04-04,BRL,0.189765
2024-04-05,BRL,0.188734
2024-04-06,BRL,0.18821
2024-04-07,BRL,0.187823
2024-04-08,BRL,0.187694
2024-04-09,BRL,0.187945
2024-04-10,BRL,0.188057
2024-04-11,BRL,0.188599
2024-04-12,BRL,0.18875
2024-04-13,BRL,0.188779
2024-04-14,BRL,0.189273
2024-04-15,BRL,0.189902
2024-04-16,BRL,0.19072
2024-04-17,BRL,0.190522
2024-04-18,BRL,0.188541
2024-04-19,BRL,0.187974
2024-04-20,BRL,0.189199
2024-04-21,BRL,0.189392
2024-04-22,BRL,0.188861
2024-04-23,BRL,0.188816
2024-04-24,BRL,0.18856
2024-04-25,BRL,0.188224
2024-04-26,BRL,0.187106
2024-04-27,BRL,0.186514
2024-04-28,BRL,0.185639
2024-04-29,BRL,0.185749
2024-04-30,BRL,0.185696
2024-05-01,BRL,0.185094
2024-05-02,BRL,0.184374
2024-05-03,BRL,0.185156
2024-05-04,BRL,0.186412
2024-05-05,BRL,0.186637
2024-05-06,BRL,0.186315
2024-05-07,BRL,0.18623
2024-05-08,BRL,0.187105
2024-05-09,BRL,0.187177
2024-05-10,BRL,0.18847
2024-05-11,BRL,0.188246
2024-05-12,BRL,0.18835
2024-05-13,BRL,0.188949
2024-05-14,BRL,0.189989
2024-05-15,BRL,0.190755
2024-05-16,BRL,0.1907
2024-05-17,BRL,0.191597
2024-05-18,BRL,0.191379
2024-05-19,BRL,0.190443
2024-05-20,BRL,0.189846
2024-05-21,BRL,0.190678
2024-05-22,BRL,0.190391
2024-05-23,BRL,0.188976
2024-05-24,BRL,0.188987
2024-05-25,BRL,0.189772
2024-05-26,BRL,0.190114
2024-05-27,BRL,0.190415
2024-05-28,BRL,0.190185
2024-05-29,BRL,0.1904
2024-05-30,BRL,0.189519
2024-05-31,BRL,0.189054
2024-06-01,BRL,0.189486
2024-06-02,BRL,0.188726
2024-06-03,BRL,0.189266
2024-06-04,BRL,0.188613
2024-06-05,BRL,0.187869
2024-06-06,BRL,0.188592
2024-06-07,BRL,0.189219
2024-06-08,BRL,0.189282
2024-06-09,BRL,0.188728
2024-06-10,BRL,0.18876
2024-06-11,BRL,0.188652
2024-06-12,BRL,0.188445
2024-06-13,BRL,0.188525
2024-06-14,BRL,0.188874
2024-06-15,BRL,0.188752
2024-06-16,BRL,0.189736
2024-06-17,BRL,0.189676
2024-06-18,BRL,0.189821
2024-06-19,BRL,0.189304
2024-06-20,BRL,0.188093
2024-06-21,BRL,0.188336
2024-06-22,BRL,0.188559
2024-06-23,BRL,0.188649
2024-06-24,BRL,0.187441
2024-06-25,BRL,0.188108
2024-06-26,BRL,0.187442
2024-06-27,BRL,0.187653
2024-06-28,BRL,0.186497
2024-06-29,BRL,0.186198
2024-06-30,BRL,0.187014
2024-07-01,BRL,0.186899
2024-07-02,BRL,0.186467
2024-07-03,BRL,0.186076
2024-07-04,BRL,0.187194
2024-07-05,BRL,0.186264
2024-07-06,BRL,0.186353
2024-07-07,BRL,0.185649
2024-07-08,BRL,0.184383
2024-07-09,BRL,0.184677
2024-07-10,BRL,0.183772
2024-07-11,BRL,0.183487
2024-07-12,BRL,0.183484
2024-07-13,BRL,0.183286
2024-07-14,BRL,0.182418
2024-07-15,BRL,0.184
2024-07-16,BRL,0.184691
2024-07-17,BRL,0.185212
2024-07-18,BRL,0.185448
2024-07-19,BRL,0.185544
2024-07-20,BRL,0.185066
2024-07-21,BRL,0.185444
2024-07-22,BRL,0.18618
2024-07-23,BRL,0.186182
2024-07-24,BRL,0.185416
2024-07-25,BRL,0.184722
2024-07-26,BRL,0.183606
2024-07-27,BRL,0.183765
2024-07-28,BRL,0.185319
2024-07-29,BRL,0.184442
2024-07-30,BRL,0.184859
2024-07-31,BRL,0.184626
2024-08-01,BRL,0.185409
2024-08-02,BRL,0.186406
2024-08-03,BRL,0.186443
2024-08-04,BRL,0.185997
2024-08-05,BRL,0.185306
2024-08-06,BRL,0.184699
2024-08-07,BRL,0.18295
2024-08-08,BRL,0.182817
2024-08-09,BRL,0.182714
2024-08-10,BRL,0.182808
2024-08-11,BRL,0.183552
2024-08-12,BRL,0.18321
2024-08-13,BRL,0.184685
2024-08-14,BRL,0.184921
2024-08-15,BRL,0.185684
2024-08-16,BRL,0.185801
2024-08-17,BRL,0.187117
2024-08-18,BRL,0.188376
2024-08-19,BRL,0.189628
2024-08-20,BRL,0.190158
2024-08-21,BRL,0.189415
2024-08-22,BRL,0.190614
2024-08-23,BRL,0.190729
2024-08-24,BRL,0.192036
2024-08-25,BRL,0.19312
2024-08-26,BRL,0.192912
2024-08-27,BRL,0.192045
2024-08-28,BRL,0.192225
2024-08-29,BRL,0.191692
2024-08-30,BRL,0.191787
2024-08-31,BRL,0.192586
2024-09-01,BRL,0.191783
2024-09-02,BRL,0.191822
2024-09-03,BRL,0.191506
2024-09-04,BRL,0.191057
2024-09-05,BRL,0.19164
2024-09-06,BRL,0.19283
2024-09-07,BRL,0.193305
2024-09-08,BRL,0.194037
2024-09-09,BRL,0.194851
2024-09-10,BRL,0.195074
2024-09-11,BRL,0.194922
2024-09-12,BRL,0.195471
2024-09-13,BRL,0.194273
2024-09-14,BRL,0.194112
2024-09-15,BRL,0.194586
2024-09-16,BRL,0.195566
2024-09-17,BRL,0.195505
2024-09-18,BRL,0.194358
2024-09-19,BRL,0.193076
2024-09-20,BRL,0.191899
2024-09-21,BRL,0.192343
2024-09-22,BRL,0.19215
2024-09-23,BRL,0.191763
2024-09-24,BRL,0.191551
2024-09-25,BRL,0.192474
2024-09-26,BRL,0.192338
2024-09-27,BRL,0.193632
2024-09-28,BRL,0.192924
2024-09-29,BRL,0.193304
2024-09-30,BRL,0.193354
2024-10-01,BRL,0.192607
2024-10-02,BRL,0.192195
2024-10-03,BRL,0.193375
2024-10-04,BRL,0.192939
2024-10-05,BRL,0.192921
2024-10-06,BRL,0.192433
2024-10-07,BRL,0.191666
2024-10-08,BRL,0.191106
2024-10-09,BRL,0.191033
2024-10-10,BRL,0.190239
2024-10-11,BRL,0.190284
2024-10-12,BRL,0.190461
2024-10-13,BRL,0.190798
2024-10-14,BRL,0.19047
2024-10-15,BRL,0.191196
2024-10-16,BRL,0.190813
2024-10-17,BRL,0.192359
2024-10-18,BRL,0.193412
2024-10-19,BRL,0.192933
2024-10-20,BRL,0.1921
2024-10-21,BRL,0.19135
2024-10-22,BRL,0.190692
2024-10-23,BRL,0.190522
2024-10-24,BRL,0.19157
2024-10-25,BRL,0.19133
2024-10-26,BRL,0.191209
2024-10-27,BRL,0.191046
2024-10-28,BRL,0.191571
2024-10-29,BRL,0.191931
2024-10-30,BRL,0.192236
2024-10-31,BRL,0.192524
2024-11-01,BRL,0.192693
2024-11-02,BRL,0.19282
2024-11-03,BRL,0.193095
2024-11-04,BRL,0.193119
2024-11-05,BRL,0.193133
2024-11-06,BRL,0.192212
2024-11-07,BRL,0.192639
2024-11-08,BRL,0.192577
2024-11-09,BRL,0.192382
2024-11-10,BRL,0.193115
2024-11-11,BRL,0.191736
2024-11-12,BRL,0.191488
2024-11-13,BRL,0.192302
2024-11-14,BRL,0.191462
2024-11-15,BRL,0.190625
2024-11-16,BRL,0.19051
2024-11-17,BRL,0.192137
2024-11-18,BRL,0.191778
2024-11-19,BRL,0.191262
2024-11-20,BRL,0.191492
2024-11-21,BRL,0.191561
2024-11-22,BRL,0.191787
2024-11-23,BRL,0.193387
2024-11-24,BRL,0.193323
2024-11-25,BRL,0.194965
2024-11-26,BRL,0.195331
2024-11-27,BRL,0.194757
2024-11-28,BRL,0.19539
2024-11-29,BRL,0.195695
2024-11-30,BRL,0.196851
2024-12-01,BRL,0.19686
2024-12-02,BRL,0.196508
2024-12-03,BRL,0.19665
2024-12-04,BRL,0.195989
2024-12-05,BRL,0.195959
2024-12-06,BRL,0.195824
2024-12-07,BRL,0.195401
2024-12-08,BRL,0.194436
2024-12-09,BRL,0.195015
2024-12-10,BRL,0.195149
2024-12-11,BRL,0.195866
2024-12-12,BRL,0.195248
2024-12-13,BRL,0.196989
2024-12-14,BRL,0.196798
2024-12-15,BRL,0.197943
2024-12-16,BRL,0.197739
2024-12-17,BRL,0.197948
2024-12-18,BRL,0.197784
2024-12-19,BRL,0.197516
2024-12-20,BRL,0.197672
2024-12-21,BRL,0.197126
2024-12-22,BRL,0.196959
2024-12-23,BRL,0.197638
2024-12-24,BRL,0.197716
2024-12-25,BRL,0.198313
2024-12-26,BRL,0.196915
2024-12-27,BRL,0.197074
2024-12-28,BRL,0.197216
2024-12-29,BRL,0.196005
2024-12-30,BRL,0.197064
2024-12-31,BRL,0.196849
2025-01-01,BRL,0.196559
2025-01-02,BRL,0.197619
2025-01-03,BRL,0.198713
2025-01-04,BRL,0.197845
2025-01-05,BRL,0.197222
2025-01-06,BRL,0.196609
2025-01-07,BRL,0.196217
2025-01-08,BRL,0.196894
2025-01-09,BRL,0.19681
2025-01-10,BRL,0.196577
2025-01-11,BRL,0.195676
2025-01-12,BRL,0.196501
2025-01-13,BRL,0.196554
2025-01-14,BRL,0.195901
2025-01-15,BRL,0.195687
2025-01-16,BRL,0.194907
2025-01-17,BRL,0.194753
2025-01-18,BRL,0.194246
2025-01-19,BRL,0.193682
2025-01-20,BRL,0.193066
2025-01-21,BRL,0.193475
2025-01-22,BRL,0.193727
2025-01-23,BRL,0.193055
2025-01-24,BRL,0.193801
2025-01-25,BRL,0.194297
2025-01-26,BRL,0.194312
2025-01-27,BRL,0.193865
2025-01-28,BRL,0.193881
2025-01-29,BRL,0.194842
2025-01-30,BRL,0.195069
2025-01-31,BRL,0.195911
2025-02-01,BRL,0.19508
2025-02-02,BRL,0.195824
2025-02-03,BRL,0.19565
2025-02-04,BRL,0.197059
2025-02-05,BRL,0.196548
2025-02-06,BRL,0.197422
2025-02-07,BRL,0.1973
2025-02-08,BRL,0.196516
2025-02-09,BRL,0.195845
2025-02-10,BRL,0.195143
2025-02-11,BRL,0.195723
2025-02-12,BRL,0.196701
2025-02-13,BRL,0.196539
2025-02-14,BRL,0.196794
2025-02-15,BRL,0.19762
2025-02-16,BRL,0.197346
2025-02-17,BRL,0.196291
2025-02-18,BRL,0.196684
2025-02-19,BRL,0.19693
2025-02-20,BRL,0.195559
2025-02-21,BRL,0.195516
2025-02-22,BRL,0.194838
2025-02-23,BRL,0.193943
2025-02-24,BRL,0.194096
2025-02-25,BRL,0.19411
2025-02-26,BRL,0.193314
2025-02-27,BRL,0.19343
2025-02-28,BRL,0.194009
2025-03-01,BRL,0.193996
2025-03-02,BRL,0.194519
2025-03-03,BRL,0.194479
2025-03-04,BRL,0.194203
2025-03-05,BRL,0.195177
2025-03-06,BRL,0.195439
2025-03-07,BRL,0.195949
2025-03-08,BRL,0.194989
2025-03-09,BRL,0.195394
2025-03-10,BRL,0.1959
2025-03-11,BRL,0.195468
2025-03-12,BRL,0.195871
2025-03-13,BRL,0.194897
2025-03-14,BRL,0.195234
2025-03-15,BRL,0.194572
2025-03-16,BRL,0.193996
2025-03-17,BRL,0.194171
2025-03-18,BRL,0.194145
2025-03-19,BRL,0.19407
2025-03-20,BRL,0.194738
2025-03-21,BRL,0.195033
2025-03-22,BRL,0.194076
2025-03-23,BRL,0.193506
2025-03-24,BRL,0.193335
2025-03-25,BRL,0.193425
2025-03-26,BRL,0.193151
2025-03-27,BRL,0.193254
2025-03-28,BRL,0.193001
2025-03-29,BRL,0.193049
2025-03-30,BRL,0.192933
2025-03-31,BRL,0.194104
2025-04-01,BRL,0.194162
2025-04-02,BRL,0.19476
2025-04-03,BRL,0.195346
2025-04-04,BRL,0.196633
2025-04-05,BRL,0.196698
2025-04-06,BRL,0.196578
2025-04-07,BRL,0.197904
2025-04-08,BRL,0.197724
2025-04-09,BRL,0.198279
2025-04-10,BRL,0.19864
2025-04-11,BRL,0.198898
2025-04-12,BRL,0.198884
2025-04-13,BRL,0.198541
2025-04-14,BRL,0.197704
2025-04-15,BRL,0.197987
2025-04-16,BRL,0.19843
2025-04-17,BRL,0.199665
2025-04-18,BRL,0.198661
2025-04-19,BRL,0.19783
2025-04-20,BRL,0.197067
2025-04-21,BRL,0.196937
2025-04-22,BRL,0.198629
2025-04-23,BRL,0.198662
2025-04-24,BRL,0.199662
2025-04-25,BRL,0.200187
2025-04-26,BRL,0.20142
2025-04-27,BRL,0.201618
2025-04-28,BRL,0.201753
2025-04-29,BRL,0.200929
2025-04-30,BRL,0.200883
2025-05-01,BRL,0.201042
2025-05-02,BRL,0.200003
2025-05-03,BRL,0.200258
2025-05-04,BRL,0.200462
2025-05-05,BRL,0.200636
2025-05-06,BRL,0.200672
2025-05-07,BRL,0.201574
2025-05-08,BRL,0.201717
2025-05-09,BRL,0.201128
2025-05-10,BRL,0.201186
2025-05-11,BRL,0.200644
2025-05-12,BRL,0.201399
2025-05-13,BRL,0.201924
2025-05-14,BRL,0.201085
2025-05-15,BRL,0.200301
2025-05-16,BRL,0.200556
2025-05-17,BRL,0.200446
2025-05-18,BRL,0.201043
2025-05-19,BRL,0.200647
2025-05-20,BRL,0.200932
2025-05-21,BRL,0.201211
2025-05-22,BRL,0.201706
2025-05-23,BRL,0.200149
2025-05-24,BRL,0.200026
2025-05-25,BRL,0.199483
2025-05-26,BRL,0.198806
2025-05-27,BRL,0.198715
2025-05-28,BRL,0.198896
2025-05-29,BRL,0.198654
2025-05-30,BRL,0.200334
2025-05-31,BRL,0.199805
2025-06-01,BRL,0.19896
2025-06-02,BRL,0.200168
2025-06-03,BRL,0.199701
2025-06-04,BRL,0.199776
2025-06-05,BRL,0.200294
2025-06-06,BRL,0.200521
2025-06-07,BRL,0.200176
2025-06-08,BRL,0.201405
2025-06-09,BRL,0.201988
2025-06-10,BRL,0.201006
2025-06-11,BRL,0.201404
2025-06-12,BRL,0.201282
2025-06-13,BRL,0.201912
2025-06-14,BRL,0.201789
2025-06-15,BRL,0.20251
2025-06-16,BRL,0.202243
2025-06-17,BRL,0.203312
2025-06-18,BRL,0.203188
2025-06-19,BRL,0.203791
2025-06-20,BRL,0.203111
2025-06-21,BRL,0.203427
2025-06-22,BRL,0.20232
2025-06-23,BRL,0.200077
2025-06-24,BRL,0.19977
2025-06-25,BRL,0.198888
2025-06-26,BRL,0.200006
2025-06-27,BRL,0.201133
2025-06-28,BRL,0.201222
2025-06-29,BRL,0.201085
2025-06-30,BRL,0.201134
2025-07-01,BRL,0.200364
2025-07-02,BRL,0.200642
2025-07-03,BRL,0.199752
2025-07-04,BRL,0.200763
2025-07-05,BRL,0.200047
2025-07-06,BRL,0.201171
2025-07-07,BRL,0.20081
2025-07-08,BRL,0.20172
2025-07-09,BRL,0.20254
2025-07-10,BRL,0.202992
2025-07-11,BRL,0.2024
2025-07-12,BRL,0.203163
2025-07-13,BRL,0.202681
2025-07-14,BRL,0.20281
2025-07-15,BRL,0.203666
2025-07-16,BRL,0.204732
2025-07-17,BRL,0.205025
2025-07-18,BRL,0.206154
2025-07-19,BRL,0.205691
2025-07-20,BRL,0.20494
2025-07-21,BRL,0.204131
2025-07-22,BRL,0.204294
2025-07-23,BRL,0.203721
2025-07-24,BRL,0.204135
2025-07-25,BRL,0.204506
2025-07-26,BRL,0.204568
2025-07-27,BRL,0.20431
2025-07-28,BRL,0.203568
2025-07-29,BRL,0.203729
2025-07-30,BRL,0.203208
2025-07-31,BRL,0.203058
2025-08-01,BRL,0.203989
2025-08-02,BRL,0.205055
2025-08-03,BRL,0.205777
2025-08-04,BRL,0.205637
2025-08-05,BRL,0.2061
2025-08-06,BRL,0.203996
2025-08-07,BRL,0.203767
2025-08-08,BRL,0.202319
2025-08-09,BRL,0.202551
2025-08-10,BRL,0.203306
2025-08-11,BRL,0.20247
2025-08-12,BRL,0.202086
2025-08-13,BRL,0.202297
2025-08-14,BRL,0.201719
2025-08-15,BRL,0.200708
2025-08-16,BRL,0.201129
2025-08-17,BRL,0.201071
2025-08-18,BRL,0.200731
2025-08-19,BRL,0.200147
2025-08-20,BRL,0.200214
2025-08-21,BRL,0.199366
2025-08-22,BRL,0.200444
2025-08-23,BRL,0.200786
2025-08-24,BRL,0.200577
2025-08-25,BRL,0.200871
2025-08-26,BRL,0.201064
2025-08-27,BRL,0.201883
2025-08-28,BRL,0.202465
2025-08-29,BRL,0.201781
2025-08-30,BRL,0.202496
2025-08-31,BRL,0.203301
2025-09-01,BRL,0.203231
2025-09-02,BRL,0.20372
2025-09-03,BRL,0.20379
2025-09-04,BRL,0.203747
2025-09-05,BRL,0.203755
2025-09-06,BRL,0.204316
2025-09-07,BRL,0.204736
2025-09-08,BRL,0.204878
2025-09-09,BRL,0.206891
2025-09-10,BRL,0.207064
2025-09-11,BRL,0.205992
2025-09-12,BRL,0.206277
2025-09-13,BRL,0.206122
2025-09-14,BRL,0.207599
2025-09-15,BRL,0.207142
2025-09-16,BRL,0.207231
2025-09-17,BRL,0.206482
2025-09-18,BRL,0.207482
2025-09-19,BRL,0.206448
2025-09-20,BRL,0.207016
2025-09-21,BRL,0.205925
2025-09-22,BRL,0.205762
2025-09-23,BRL,0.20676
2025-09-24,BRL,0.207023
2025-09-25,BRL,0.2072
2025-09-26,BRL,0.206526
2025-09-27,BRL,0.206859
2025-09-28,BRL,0.206335
2025-09-29,BRL,0.205825
2025-09-30,BRL,0.20542
2025-10-01,BRL,0.205022
2025-10-02,BRL,0.205924
2025-10-03,BRL,0.206494
2025-10-04,BRL,0.20687
2025-10-05,BRL,0.207053
2025-10-06,BRL,0.208095
2025-10-07,BRL,0.208181
2025-10-08,BRL,0.208177
2025-10-09,BRL,0.207761
2025-10-10,BRL,0.207667
2025-10-11,BRL,0.207547
2025-10-12,BRL,0.207823
2025-10-13,BRL,0.208409
2025-10-14,BRL,0.208823
2025-10-15,BRL,0.208632
2025-10-16,BRL,0.208647
2025-10-17,BRL,0.208463
2025-10-18,BRL,0.208946
2025-10-19,BRL,0.209877
2025-10-20,BRL,0.20946
2025-10-21,BRL,0.209063
2025-10-22,BRL,0.208952
2025-10-23,BRL,0.208574
2025-10-24,BRL,0.207739
2025-10-25,BRL,0.207384
2025-10-26,BRL,0.206384
2025-10-27,BRL,0.206625
2025-10-28,BRL,0.2075
2025-10-29,BRL,0.207878
2025-10-30,BRL,0.206473
2025-10-31,BRL,0.206014
2025-11-01,BRL,0.206714
2025-11-02,BRL,0.206954
2025-11-03,BRL,0.206452
2025-11-04,BRL,0.206889
2025-11-05,BRL,0.20751
2025-11-06,BRL,0.207782
2025-11-07,BRL,0.206199
2025-11-08,BRL,0.205967
2025-11-09,BRL,0.206152
2025-11-10,BRL,0.205879
2025-11-11,BRL,0.205914
2025-11-12,BRL,0.207061
2025-11-13,BRL,0.205975
2025-11-14,BRL,0.20604
2025-11-15,BRL,0.205042
2025-11-16,BRL,0.203933
2025-11-17,BRL,0.203561
2025-11-18,BRL,0.203642
2025-11-19,BRL,0.204737
2025-11-20,BRL,0.203241
2025-11-21,BRL,0.204388
2025-11-22,BRL,0.204163
2025-11-23,BRL,0.204827
2025-11-24,BRL,0.203848
2025-11-25,BRL,0.202206
2025-11-26,BRL,0.202119
2025-11-27,BRL,0.202844
2025-11-28,BRL,0.203055
2025-11-29,BRL,0.204353
2025-11-30,BRL,0.204277
2025-12-01,BRL,0.204612
2025-12-02,BRL,0.204658
2025-12-03,BRL,0.203106
2025-12-04,BRL,0.203499
2025-12-05,BRL,0.20355
2025-12-06,BRL,0.202904
2025-12-07,BRL,0.202838
2025-12-08,BRL,0.201963
2025-12-09,BRL,0.201839
2025-12-10,BRL,0.201405
2025-12-11,BRL,0.200948
2025-12-12,BRL,0.200227
2025-12-13,BRL,0.199136
2025-12-14,BRL,0.198716
2025-12-15,BRL,0.198342
2025-12-16,BRL,0.198841
2025-12-17,BRL,0.198227
2025-12-18,BRL,0.198115
2025-12-19,BRL,0.19822
2025-12-20,BRL,0.197325
2025-12-21,BRL,0.195818
2025-12-22,BRL,0.195591
2025-12-23,BRL,0.1956
2025-12-24,BRL,0.196295
2025-12-25,BRL,0.195538
2025-12-26,BRL,0.194807
2025-12-27,BRL,0.195318
2025-12-28,BRL,0.195508
2025-12-29,BRL,0.195294
2025-12-30,BRL,0.195391
2025-12-31,BRL,0.195097
2026-01-01,BRL,0.195923
2026-01-02,BRL,0.195767
2026-01-03,BRL,0.196396
2026-01-04,BRL,0.196566
2026-01-05,BRL,0.195893
2026-01-06,BRL,0.195112
2026-01-07,BRL,0.19517
2026-01-08,BRL,0.195472
2026-01-09,BRL,0.194358
2026-01-10,BRL,0.193938
2026-01-11,BRL,0.192725
2026-01-12,BRL,0.193524
2026-01-13,BRL,0.194104
2026-01-14,BRL,0.193594
2026-01-15,BRL,0.194134
2026-01-16,BRL,0.193859
2026-01-17,BRL,0.19418
2026-01-18,BRL,0.195294
2026-01-19,BRL,0.196144
2026-01-20,BRL,0.196542
2026-01-21,BRL,0.197006
2026-01-22,BRL,0.196654
2026-01-23,BRL,0.196496
2026-01-24,BRL,0.196747
2026-01-25,BRL,0.197047
2026-01-26,BRL,0.198497
2026-01-27,BRL,0.198268
2026-01-28,BRL,0.198382
2026-01-29,BRL,0.198343
2026-01-30,BRL,0.197007
2026-01-31,BRL,0.196403
2026-02-01,BRL,0.197803
2026-02-02,BRL,0.197993
2026-02-03,BRL,0.19823
2026-02-04,BRL,0.19798
2026-02-05,BRL,0.197229
2026-02-06,BRL,0.197449
2026-02-07,BRL,0.198136
2026-02-08,BRL,0.199033
2026-02-09,BRL,0.199465
2026-02-10,BRL,0.199697
2026-02-11,BRL,0.200345
2026-02-12,BRL,0.200995
2026-02-13,BRL,0.201065
2026-02-14,BRL,0.202442
2026-02-15,BRL,0.202413
2026-02-16,BRL,0.202532
2026-02-17,BRL,0.202669
2026-02-18,BRL,0.202067
2026-02-19,BRL,0.203616
2026-02-20,BRL,0.203415
2026-02-21,BRL,0.203318
2026-02-22,BRL,0.203933
2026-02-23,BRL,0.204234
2026-02-24,BRL,0.203817
2026-02-25,BRL,0.203479
2026-02-26,BRL,0.203209
2026-02-27,BRL,0.202861
2026-02-28,BRL,0.202281
2026-03-01,BRL,0.201645
2026-03-02,BRL,0.201961
2026-03-03,BRL,0.202109
2026-03-04,BRL,0.202489
2026-03-05,BRL,0.202226
2026-03-06,BRL,0.201331
2026-03-07,BRL,0.202252
2026-03-08,BRL,0.202283
2026-03-09,BRL,0.201199
2026-03-10,BRL,0.201746
2026-03-11,BRL,0.20137
2026-03-12,BRL,0.200286
2026-03-13,BRL,0.200155
2026-03-14,BRL,0.200387
2026-03-15,BRL,0.201463
2026-03-16,BRL,0.20247
2026-03-17,BRL,0.202567
2026-03-18,BRL,0.203292
2026-03-19,BRL,0.202343
2026-03-20,BRL,0.202773
2026-03-21,BRL,0.201718
2026-03-22,BRL,0.201421
2026-03-23,BRL,0.201157
2026-03-24,BRL,0.201059
2026-03-25,BRL,0.201573
2026-03-26,BRL,0.200486
2026-03-27,BRL,0.200309
2026-03-28,BRL,0.200893
2026-03-29,BRL,0.200741
2026-03-30,BRL,0.201632
2026-03-31,BRL,0.202433
2026-04-01,BRL,0.202501
2026-04-02,BRL,0.20189
2026-04-03,BRL,0.201916
2026-04-04,BRL,0.20208
2026-04-05,BRL,0.20262
2026-04-06,BRL,0.203191
2026-04-07,BRL,0.203264
2026-04-08,BRL,0.204023
2026-04-09,BRL,0.203368
2026-04-10,BRL,0.202631
2026-04-11,BRL,0.201662
2026-04-12,BRL,0.201696
2026-04-13,BRL,0.200975
2026-04-14,BRL,0.20087
2026-04-15,BRL,0.201574
2026-04-16,BRL,0.200941
2026-04-17,BRL,0.19994
2026-04-18,BRL,0.199722
2026-04-19,BRL,0.200909
2026-04-20,BRL,0.200941
2026-04-21,BRL,0.201717
2026-04-22,BRL,0.202114
2026-04-23,BRL,0.202163
2026-04-24,BRL,0.202716
2026-04-25,BRL,0.202649
2026-04-26,BRL,0.202432
2026-04-27,BRL,0.203438
2026-04-28,BRL,0.204213
2026-04-29,BRL,0.204673
2026-04-30,BRL,0.204101
2026-05-01,BRL,0.204202
2026-05-02,BRL,0.203512
2026-05-03,BRL,0.20376
2026-05-04,BRL,0.203245
2026-05-05,BRL,0.203557
2026-05-06,BRL,0.202984
2026-05-07,BRL,0.202207
2026-05-08,BRL,0.203535
2026-05-09,BRL,0.203134
2026-05-10,BRL,0.203596
2026-05-11,BRL,0.203329
2026-05-12,BRL,0.20397
2026-05-13,BRL,0.202973
2026-05-14,BRL,0.203611
2026-05-15,BRL,0.202808
2026-05-16,BRL,0.20317
2026-05-17,BRL,0.203712
2026-05-18,BRL,0.203698
2026-05-19,BRL,0.203892
