history_id,opportunity_id,from_stage,to_stage,changed_at,changed_by_user_id
H005892,O11884,4-Negotiation,6-Closed Lost,2026-05-18 00:00:00,U213
H005893,O11885,,2-Qualified,2025-07-04 00:00:00,U202
H005894,O11885,2-Qualified,3-Proposal,2025-08-04 00:00:00,U202
H005895,O11885,3-Proposal,6-Closed Lost,2025-08-21 00:00:00,U202
H005896,O11886,,2-Qualified,2025-09-25 00:00:00,U208
H005897,O11886,2-Qualified,6-Closed Lost,2025-10-26 00:00:00,U208
H005898,O11887,,2-Qualified,2026-01-26 00:00:00,U202
H005899,O11887,2-Qualified,3-Proposal,2026-01-29 00:00:00,U202
H005900,O11887,3-Proposal,4-Negotiation,2026-02-01 00:00:00,U202
H005901,O11887,4-Negotiation,5-Closed Won,2026-02-02 00:00:00,U202
H005902,O11888,,2-Qualified,2024-05-11 00:00:00,U220
H005903,O11888,2-Qualified,3-Proposal,2024-05-31 00:00:00,U220
H005904,O11888,3-Proposal,4-Negotiation,2024-06-19 00:00:00,U220
H005905,O11888,4-Negotiation,5-Closed Won,2024-07-06 00:00:00,U220
H005906,O11889,,2-Qualified,2025-04-02 00:00:00,U209
H005907,O11889,2-Qualified,3-Proposal,2025-05-04 00:00:00,U209
H005908,O11889,3-Proposal,4-Negotiation,2025-07-04 00:00:00,U209
H005909,O11889,4-Negotiation,5-Closed Won,2025-08-12 00:00:00,U209
H005910,O11890,,2-Qualified,2024-08-20 00:00:00,U204
H005911,O11890,2-Qualified,3-Proposal,2024-09-10 00:00:00,U204
H005912,O11890,3-Proposal,6-Closed Lost,2024-09-19 00:00:00,U204
H005913,O11892,,2-Qualified,2026-03-06 00:00:00,U214
H005914,O11892,2-Qualified,3-Proposal,2026-04-03 00:00:00,U214
H005915,O11892,3-Proposal,4-Negotiation,2026-04-24 00:00:00,U214
H005916,O11892,4-Negotiation,6-Closed Lost,2026-05-13 00:00:00,U214
H005917,O11893,,2-Qualified,2024-08-30 00:00:00,U214
H005918,O11893,2-Qualified,3-Proposal,2024-10-13 00:00:00,U214
H005919,O11893,3-Proposal,4-Negotiation,2024-11-16 00:00:00,U214
H005920,O11893,4-Negotiation,5-Closed Won,2024-12-24 00:00:00,U214
H005921,O11894,,2-Qualified,2026-04-20 00:00:00,U207
H005922,O11894,2-Qualified,3-Proposal,2026-05-17 00:00:00,U207
H005923,O11894,3-Proposal,4-Negotiation,2026-06-30 00:00:00,U207
H005924,O11895,,2-Qualified,2024-08-31 00:00:00,U215
H005925,O11895,2-Qualified,3-Proposal,2024-10-02 00:00:00,U215
H005926,O11895,3-Proposal,4-Negotiation,2024-10-29 00:00:00,U215
H005927,O11895,4-Negotiation,5-Closed Won,2024-11-27 00:00:00,U215
H005928,O11896,,2-Qualified,2026-02-28 00:00:00,U219
H005929,O11896,2-Qualified,3-Proposal,2026-03-20 00:00:00,U219
H005930,O11896,3-Proposal,4-Negotiation,2026-03-31 00:00:00,U219
H005931,O11896,4-Negotiation,6-Closed Lost,2026-04-16 00:00:00,U219
H005932,O11897,,2-Qualified,2026-03-22 00:00:00,U216
H005933,O11897,2-Qualified,6-Closed Lost,2026-04-11 00:00:00,U216
H005934,O11898,,2-Qualified,2025-06-03 00:00:00,U203
H005935,O11898,2-Qualified,3-Proposal,2025-06-11 00:00:00,U203
H005936,O11898,3-Proposal,6-Closed Lost,2025-06-19 00:00:00,U203
H005937,O11899,,2-Qualified,2024-06-17 00:00:00,U222
H005938,O11899,2-Qualified,3-Proposal,2024-06-27 00:00:00,U222
H005939,O11899,3-Proposal,4-Negotiation,2024-07-06 00:00:00,U222
H005940,O11899,4-Negotiation,5-Closed Won,2024-07-15 00:00:00,U222
H005941,O11901,,2-Qualified,2024-05-30 00:00:00,U220
H005942,O11901,2-Qualified,3-Proposal,2024-06-16 00:00:00,U220
H005943,O11901,3-Proposal,4-Negotiation,2024-06-29 00:00:00,U220
H005944,O11901,4-Negotiation,5-Closed Won,2024-07-10 00:00:00,U220
H005945,O11902,,2-Qualified,2024-05-03 00:00:00,U201
H005946,O11902,2-Qualified,3-Proposal,2024-06-06 00:00:00,U201
H005947,O11902,3-Proposal,4-Negotiation,2024-06-28 00:00:00,U201
H005948,O11902,4-Negotiation,5-Closed Won,2024-07-15 00:00:00,U201
H005949,O11903,,2-Qualified,2025-04-22 00:00:00,U219
H005950,O11903,2-Qualified,3-Proposal,2025-05-25 00:00:00,U219
H005951,O11903,3-Proposal,6-Closed Lost,2025-07-18 00:00:00,U219
H005952,O11904,,2-Qualified,2025-02-19 00:00:00,U209
H005953,O11904,2-Qualified,3-Proposal,2025-03-04 00:00:00,U209
H005954,O11904,3-Proposal,4-Negotiation,2025-03-17 00:00:00,U209
H005955,O11904,4-Negotiation,5-Closed Won,2025-03-29 00:00:00,U209
H005956,O11905,,2-Qualified,2024-11-03 00:00:00,U207
H005957,O11905,2-Qualified,6-Closed Lost,2024-12-08 00:00:00,U207
H005958,O11907,,2-Qualified,2025-01-24 00:00:00,U208
H005959,O11907,2-Qualified,3-Proposal,2025-02-01 00:00:00,U208
H005960,O11907,3-Proposal,4-Negotiation,2025-02-15 00:00:00,U208
H005961,O11907,4-Negotiation,5-Closed Won,2025-02-24 00:00:00,U208
H005962,O11908,,2-Qualified,2025-11-06 00:00:00,U201
H005963,O11908,2-Qualified,3-Proposal,2025-11-27 00:00:00,U201
H005964,O11908,3-Proposal,6-Closed Lost,2025-12-22 00:00:00,U201
H005965,O11909,,2-Qualified,2026-01-28 00:00:00,U219
H005966,O11909,2-Qualified,3-Proposal,2026-02-22 00:00:00,U219
H005967,O11909,3-Proposal,6-Closed Lost,2026-03-10 00:00:00,U219
H005968,O11910,,2-Qualified,2024-05-11 00:00:00,U201
H005969,O11910,2-Qualified,3-Proposal,2024-05-23 00:00:00,U201
H005970,O11910,3-Proposal,4-Negotiation,2024-05-30 00:00:00,U201
H005971,O11910,4-Negotiation,5-Closed Won,2024-06-15 00:00:00,U201
H005972,O11911,,2-Qualified,2024-09-24 00:00:00,U206
H005973,O11911,2-Qualified,3-Proposal,2024-10-06 00:00:00,U206
H005974,O11911,3-Proposal,4-Negotiation,2024-10-14 00:00:00,U206
H005975,O11911,4-Negotiation,6-Closed Lost,2024-10-20 00:00:00,U206
H005976,O11912,,2-Qualified,2025-10-11 00:00:00,U205
H005977,O11912,2-Qualified,6-Closed Lost,2025-11-02 00:00:00,U205
H005978,O11913,,2-Qualified,2025-06-07 00:00:00,U216
H005979,O11913,2-Qualified,6-Closed Lost,2025-08-02 00:00:00,U216
H005980,O11914,,2-Qualified,2024-04-06 00:00:00,U201
H005981,O11914,2-Qualified,3-Proposal,2024-05-02 00:00:00,U201
H005982,O11914,3-Proposal,4-Negotiation,2024-06-14 00:00:00,U201
H005983,O11914,4-Negotiation,6-Closed Lost,2024-07-20 00:00:00,U201
H005984,O11916,,2-Qualified,2025-08-08 00:00:00,U210
H005985,O11916,2-Qualified,6-Closed Lost,2025-08-14 00:00:00,U210
H005986,O11917,,2-Qualified,2024-03-04 00:00:00,U210
H005987,O11917,2-Qualified,3-Proposal,2024-03-20 00:00:00,U210
H005988,O11917,3-Proposal,6-Closed Lost,2024-04-12 00:00:00,U210
H005989,O11918,,2-Qualified,2026-04-20 00:00:00,U212
H005990,O11918,2-Qualified,3-Proposal,2026-06-08 00:00:00,U212
H005991,O11918,3-Proposal,4-Negotiation,2026-07-21 00:00:00,U212
H005992,O11919,,2-Qualified,2025-09-22 00:00:00,U217
H005993,O11919,2-Qualified,3-Proposal,2025-10-08 00:00:00,U217
H005994,O11919,3-Proposal,6-Closed Lost,2025-10-23 00:00:00,U217
H005995,O11921,,2-Qualified,2024-10-08 00:00:00,U200
H005996,O11921,2-Qualified,3-Proposal,2024-12-03 00:00:00,U200
H005997,O11921,3-Proposal,4-Negotiation,2025-02-09 00:00:00,U200
H005998,O11921,4-Negotiation,6-Closed Lost,2025-04-12 00:00:00,U200
H005999,O11922,,2-Qualified,2026-05-21 00:00:00,U203
H006000,O11922,2-Qualified,3-Proposal,2026-05-28 00:00:00,U203
H006001,O11922,3-Proposal,4-Negotiation,2026-06-06 00:00:00,U203
H006002,O11922,4-Negotiation,5-Closed Won,2026-06-12 00:00:00,U203
H006003,O11923,,2-Qualified,2025-06-09 00:00:00,U211
H006004,O11923,2-Qualified,3-Proposal,2025-07-08 00:00:00,U211
H006005,O11923,3-Proposal,4-Negotiation,2025-07-27 00:00:00,U211
H006006,O11923,4-Negotiation,6-Closed Lost,2025-08-30 00:00:00,U211
H006007,O11924,,2-Qualified,2024-07-13 00:00:00,U214
H006008,O11924,2-Qualified,3-Proposal,2024-07-23 00:00:00,U214
H006009,O11924,3-Proposal,4-Negotiation,2024-07-31 00:00:00,U214
H006010,O11924,4-Negotiation,5-Closed Won,2024-08-06 00:00:00,U214
H006011,O11925,,2-Qualified,2024-12-21 00:00:00,U214
H006012,O11925,2-Qualified,6-Closed Lost,2025-01-09 00:00:00,U214
H006013,O11926,,2-Qualified,2024-10-06 00:00:00,U201
H006014,O11926,2-Qualified,3-Proposal,2024-10-31 00:00:00,U201
H006015,O11926,3-Proposal,4-Negotiation,2024-11-30 00:00:00,U201
H006016,O11926,4-Negotiation,6-Closed Lost,2025-01-10 00:00:00,U201
H006017,O11927,,2-Qualified,2025-12-11 00:00:00,U207
H006018,O11927,2-Qualified,3-Proposal,2025-12-29 00:00:00,U207
H006019,O11927,3-Proposal,4-Negotiation,2026-01-12 00:00:00,U207
H006020,O11927,4-Negotiation,5-Closed Won,2026-02-09 00:00:00,U207
H006021,O11928,,2-Qualified,2024-11-12 00:00:00,U203
H006022,O11928,2-Qualified,3-Proposal,2024-12-24 00:00:00,U203
H006023,O11928,3-Proposal,4-Negotiation,2025-02-24 00:00:00,U203
H006024,O11928,4-Negotiation,6-Closed Lost,2025-04-09 00:00:00,U203
H006025,O11929,,2-Qualified,2026-01-09 00:00:00,U202
H006026,O11929,2-Qualified,3-Proposal,2026-01-12 00:00:00,U202
H006027,O11929,3-Proposal,4-Negotiation,2026-01-15 00:00:00,U202
H006028,O11929,4-Negotiation,6-Closed Lost,2026-01-18 00:00:00,U202
H006029,O11930,,2-Qualified,2025-09-16 00:00:00,U223
H006030,O11930,2-Qualified,3-Proposal,2025-10-08 00:00:00,U223
H006031,O11930,3-Proposal,4-Negotiation,2025-10-31 00:00:00,U223
H006032,O11930,4-Negotiation,6-Closed Lost,2025-12-09 00:00:00,U223
H006033,O11931,,2-Qualified,2024-07-11 00:00:00,U215
H006034,O11931,2-Qualified,3-Proposal,2024-08-16 00:00:00,U215
H006035,O11931,3-Proposal,4-Negotiation,2024-09-19 00:00:00,U215
H006036,O11931,4-Negotiation,6-Closed Lost,2024-10-25 00:00:00,U215
H006037,O11933,,2-Qualified,2025-09-15 00:00:00,U206
H006038,O11933,2-Qualified,3-Proposal,2025-10-16 00:00:00,U206
H006039,O11933,3-Proposal,6-Closed Lost,2025-11-23 00:00:00,U206
H006040,O11934,,2-Qualified,2025-05-14 00:00:00,U203
H006041,O11934,2-Qualified,3-Proposal,2025-05-29 00:00:00,U203
H006042,O11934,3-Proposal,4-Negotiation,2025-06-16 00:00:00,U203
H006043,O11934,4-Negotiation,5-Closed Won,2025-06-25 00:00:00,U203
H006044,O11935,,2-Qualified,2024-05-15 00:00:00,U217
H006045,O11935,2-Qualified,3-Proposal,2024-05-24 00:00:00,U217
H006046,O11935,3-Proposal,4-Negotiation,2024-06-10 00:00:00,U217
H006047,O11935,4-Negotiation,5-Closed Won,2024-06-23 00:00:00,U217
H006048,O11936,,2-Qualified,2024-03-06 00:00:00,U202
H006049,O11936,2-Qualified,3-Proposal,2024-03-28 00:00:00,U202
H006050,O11936,3-Proposal,4-Negotiation,2024-04-11 00:00:00,U202
H006051,O11936,4-Negotiation,5-Closed Won,2024-04-28 00:00:00,U202
H006052,O11937,,2-Qualified,2024-03-01 00:00:00,U216
H006053,O11937,2-Qualified,3-Proposal,2024-03-24 00:00:00,U216
H006054,O11937,3-Proposal,4-Negotiation,2024-04-26 00:00:00,U216
H006055,O11937,4-Negotiation,5-Closed Won,2024-05-15 00:00:00,U216
H006056,O11938,,2-Qualified,2025-06-14 00:00:00,U216
H006057,O11938,2-Qualified,3-Proposal,2025-08-17 00:00:00,U216
H006058,O11938,3-Proposal,4-Negotiation,2025-10-11 00:00:00,U216
H006059,O11938,4-Negotiation,5-Closed Won,2025-11-15 00:00:00,U216
H006060,O11939,,2-Qualified,2025-01-30 00:00:00,U214
H006061,O11939,2-Qualified,3-Proposal,2025-03-05 00:00:00,U214
H006062,O11939,3-Proposal,4-Negotiation,2025-04-18 00:00:00,U214
H006063,O11939,4-Negotiation,5-Closed Won,2025-05-15 00:00:00,U214
H006064,O11940,,2-Qualified,2024-08-08 00:00:00,U216
H006065,O11940,2-Qualified,3-Proposal,2024-08-16 00:00:00,U216
H006066,O11940,3-Proposal,4-Negotiation,2024-08-24 00:00:00,U216
H006067,O11940,4-Negotiation,5-Closed Won,2024-08-31 00:00:00,U216
H006068,O11941,,2-Qualified,2024-06-22 00:00:00,U202
H006069,O11941,2-Qualified,3-Proposal,2024-08-09 00:00:00,U202
H006070,O11941,3-Proposal,4-Negotiation,2024-09-10 00:00:00,U202
H006071,O11941,4-Negotiation,5-Closed Won,2024-10-31 00:00:00,U202
H006072,O11942,,2-Qualified,2025-03-10 00:00:00,U213
H006073,O11942,2-Qualified,3-Proposal,2025-03-27 00:00:00,U213
H006074,O11942,3-Proposal,4-Negotiation,2025-04-25 00:00:00,U213
H006075,O11942,4-Negotiation,5-Closed Won,2025-05-23 00:00:00,U213
H006076,O11943,,2-Qualified,2024-03-02 00:00:00,U215
H006077,O11943,2-Qualified,3-Proposal,2024-04-06 00:00:00,U215
H006078,O11943,3-Proposal,4-Negotiation,2024-05-03 00:00:00,U215
H006079,O11943,4-Negotiation,5-Closed Won,2024-06-14 00:00:00,U215
H006080,O11944,,2-Qualified,2026-03-14 00:00:00,U214
H006081,O11944,2-Qualified,3-Proposal,2026-04-18 00:00:00,U214
H006082,O11944,3-Proposal,4-Negotiation,2026-05-05 00:00:00,U214
H006083,O11944,4-Negotiation,5-Closed Won,2026-05-31 00:00:00,U214
H006084,O11945,,2-Qualified,2025-01-27 00:00:00,U215
H006085,O11945,2-Qualified,3-Proposal,2025-02-03 00:00:00,U215
H006086,O11945,3-Proposal,4-Negotiation,2025-02-11 00:00:00,U215
H006087,O11945,4-Negotiation,6-Closed Lost,2025-02-19 00:00:00,U215
H006088,O11946,,2-Qualified,2024-11-04 00:00:00,U207
H006089,O11946,2-Qualified,3-Proposal,2024-12-05 00:00:00,U207
H006090,O11946,3-Proposal,4-Negotiation,2025-01-20 00:00:00,U207
H006091,O11946,4-Negotiation,5-Closed Won,2025-02-12 00:00:00,U207
H006092,O11947,,2-Qualified,2026-07-22 00:00:00,U206
H006093,O11948,,2-Qualified,2024-08-04 00:00:00,U210
H006094,O11948,2-Qualified,6-Closed Lost,2024-08-08 00:00:00,U210
H006095,O11949,,2-Qualified,2024-05-18 00:00:00,U219
H006096,O11949,2-Qualified,3-Proposal,2024-06-07 00:00:00,U219
H006097,O11949,3-Proposal,4-Negotiation,2024-06-23 00:00:00,U219
H006098,O11949,4-Negotiation,5-Closed Won,2024-07-24 00:00:00,U219
H006099,O11950,,2-Qualified,2025-01-15 00:00:00,U213
H006100,O11950,2-Qualified,3-Proposal,2025-01-24 00:00:00,U213
H006101,O11950,3-Proposal,4-Negotiation,2025-02-08 00:00:00,U213
H006102,O11950,4-Negotiation,5-Closed Won,2025-02-18 00:00:00,U213
H006103,O11951,,2-Qualified,2024-08-23 00:00:00,U221
H006104,O11951,2-Qualified,3-Proposal,2024-08-27 00:00:00,U221
H006105,O11951,3-Proposal,4-Negotiation,2024-08-31 00:00:00,U221
H006106,O11951,4-Negotiation,6-Closed Lost,2024-09-05 00:00:00,U221
H006107,O11953,,2-Qualified,2026-08-01 00:00:00,U208
H006108,O11953,2-Qualified,3-Proposal,2026-09-02 00:00:00,U208
H006109,O11954,,2-Qualified,2024-02-13 00:00:00,U220
H006110,O11954,2-Qualified,3-Proposal,2024-02-28 00:00:00,U220
H006111,O11954,3-Proposal,6-Closed Lost,2024-03-19 00:00:00,U220
H006112,O11955,,2-Qualified,2024-05-18 00:00:00,U215
H006113,O11955,2-Qualified,3-Proposal,2024-06-18 00:00:00,U215
H006114,O11955,3-Proposal,4-Negotiation,2024-07-28 00:00:00,U215
H006115,O11955,4-Negotiation,5-Closed Won,2024-08-31 00:00:00,U215
H006116,O11956,,2-Qualified,2025-11-15 00:00:00,U201
H006117,O11956,2-Qualified,3-Proposal,2026-01-06 00:00:00,U201
H006118,O11956,3-Proposal,6-Closed Lost,2026-02-03 00:00:00,U201
H006119,O11957,,2-Qualified,2024-03-10 00:00:00,U201
H006120,O11957,2-Qualified,3-Proposal,2024-04-11 00:00:00,U201
H006121,O11957,3-Proposal,4-Negotiation,2024-05-28 00:00:00,U201
H006122,O11957,4-Negotiation,5-Closed Won,2024-06-30 00:00:00,U201
H006123,O11958,,2-Qualified,2025-06-20 00:00:00,U208
H006124,O11958,2-Qualified,6-Closed Lost,2025-08-16 00:00:00,U208
H006125,O11959,,2-Qualified,2025-05-18 00:00:00,U210
H006126,O11959,2-Qualified,3-Proposal,2025-07-03 00:00:00,U210
H006127,O11959,3-Proposal,6-Closed Lost,2025-07-19 00:00:00,U210
H006128,O11960,,2-Qualified,2025-07-26 00:00:00,U202
H006129,O11960,2-Qualified,3-Proposal,2025-08-11 00:00:00,U202
H006130,O11960,3-Proposal,4-Negotiation,2025-09-08 00:00:00,U202
H006131,O11960,4-Negotiation,5-Closed Won,2025-10-11 00:00:00,U202
H006132,O11961,,2-Qualified,2024-08-20 00:00:00,U205
H006133,O11961,2-Qualified,6-Closed Lost,2024-11-25 00:00:00,U205
H006134,O11962,,2-Qualified,2024-05-29 00:00:00,U214
H006135,O11962,2-Qualified,6-Closed Lost,2024-06-18 00:00:00,U214
H006136,O11963,,2-Qualified,2025-02-25 00:00:00,U207
H006137,O11963,2-Qualified,6-Closed Lost,2025-03-05 00:00:00,U207
H006138,O11964,,2-Qualified,2025-02-11 00:00:00,U214
H006139,O11964,2-Qualified,3-Proposal,2025-02-26 00:00:00,U214
H006140,O11964,3-Proposal,4-Negotiation,2025-03-18 00:00:00,U214
H006141,O11964,4-Negotiation,5-Closed Won,2025-03-25 00:00:00,U214
H006142,O11965,,2-Qualified,2024-08-17 00:00:00,U211
H006143,O11965,2-Qualified,6-Closed Lost,2024-11-28 00:00:00,U211
H006144,O11966,,2-Qualified,2024-07-14 00:00:00,U223
H006145,O11966,2-Qualified,3-Proposal,2024-08-16 00:00:00,U223
H006146,O11966,3-Proposal,4-Negotiation,2024-09-07 00:00:00,U223
H006147,O11966,4-Negotiation,5-Closed Won,2024-10-07 00:00:00,U223
H006148,O11967,,2-Qualified,2024-04-14 00:00:00,U202
H006149,O11967,2-Qualified,3-Proposal,2024-04-22 00:00:00,U202
H006150,O11967,3-Proposal,4-Negotiation,2024-05-02 00:00:00,U202
H006151,O11967,4-Negotiation,5-Closed Won,2024-05-12 00:00:00,U202
H006152,O11968,,2-Qualified,2026-08-16 00:00:00,U209
H006153,O11969,,2-Qualified,2025-04-23 00:00:00,U220
H006154,O11969,2-Qualified,3-Proposal,2025-05-10 00:00:00,U220
H006155,O11969,3-Proposal,4-Negotiation,2025-06-02 00:00:00,U220
H006156,O11969,4-Negotiation,5-Closed Won,2025-06-27 00:00:00,U220
H006157,O11970,,2-Qualified,2026-03-23 00:00:00,U217
H006158,O11970,2-Qualified,3-Proposal,2026-04-25 00:00:00,U217
H006159,O11970,3-Proposal,6-Closed Lost,2026-05-30 00:00:00,U217
H006160,O11971,,2-Qualified,2025-04-05 00:00:00,U202
H006161,O11971,2-Qualified,3-Proposal,2025-04-24 00:00:00,U202
H006162,O11971,3-Proposal,4-Negotiation,2025-05-04 00:00:00,U202
H006163,O11971,4-Negotiation,5-Closed Won,2025-05-15 00:00:00,U202
H006164,O11972,,2-Qualified,2025-12-01 00:00:00,U203
H006165,O11972,2-Qualified,3-Proposal,2025-12-20 00:00:00,U203
H006166,O11972,3-Proposal,4-Negotiation,2026-01-09 00:00:00,U203
H006167,O11972,4-Negotiation,5-Closed Won,2026-02-03 00:00:00,U203
H006168,O11973,,2-Qualified,2025-09-11 00:00:00,U217
H006169,O11973,2-Qualified,3-Proposal,2025-10-05 00:00:00,U217
H006170,O11973,3-Proposal,4-Negotiation,2025-10-24 00:00:00,U217
H006171,O11973,4-Negotiation,6-Closed Lost,2025-11-15 00:00:00,U217
H006172,O11974,,2-Qualified,2025-07-06 00:00:00,U222
H006173,O11974,2-Qualified,3-Proposal,2025-07-31 00:00:00,U222
H006174,O11974,3-Proposal,4-Negotiation,2025-08-18 00:00:00,U222
H006175,O11974,4-Negotiation,5-Closed Won,2025-08-30 00:00:00,U222
H006176,O11975,,2-Qualified,2024-10-20 00:00:00,U214
H006177,O11975,2-Qualified,3-Proposal,2024-11-05 00:00:00,U214
H006178,O11975,3-Proposal,4-Negotiation,2024-11-24 00:00:00,U214
H006179,O11975,4-Negotiation,5-Closed Won,2024-12-08 00:00:00,U214
H006180,O11976,,2-Qualified,2025-07-02 00:00:00,U207
H006181,O11976,2-Qualified,3-Proposal,2025-07-21 00:00:00,U207
H006182,O11976,3-Proposal,4-Negotiation,2025-08-12 00:00:00,U207
H006183,O11976,4-Negotiation,5-Closed Won,2025-09-15 00:00:00,U207
H006184,O11977,,2-Qualified,2025-10-27 00:00:00,U218
H006185,O11977,2-Qualified,3-Proposal,2025-11-15 00:00:00,U218
H006186,O11977,3-Proposal,6-Closed Lost,2025-12-01 00:00:00,U218
H006187,O11978,,2-Qualified,2025-07-31 00:00:00,U217
H006188,O11978,2-Qualified,3-Proposal,2025-09-25 00:00:00,U217
H006189,O11978,3-Proposal,6-Closed Lost,2025-11-21 00:00:00,U217
H006190,O11979,,2-Qualified,2024-09-02 00:00:00,U203
H006191,O11979,2-Qualified,3-Proposal,2024-09-12 00:00:00,U203
H006192,O11979,3-Proposal,4-Negotiation,2024-09-30 00:00:00,U203
H006193,O11979,4-Negotiation,6-Closed Lost,2024-10-19 00:00:00,U203
H006194,O11980,,2-Qualified,2026-07-26 00:00:00,U202
H006195,O11981,,2-Qualified,2025-07-24 00:00:00,U223
H006196,O11981,2-Qualified,3-Proposal,2025-07-28 00:00:00,U223
H006197,O11981,3-Proposal,4-Negotiation,2025-07-31 00:00:00,U223
H006198,O11981,4-Negotiation,6-Closed Lost,2025-08-04 00:00:00,U223
H006199,O11982,,2-Qualified,2026-05-15 00:00:00,U201
H006200,O11982,2-Qualified,3-Proposal,2026-07-18 00:00:00,U201
H006201,O11983,,2-Qualified,2026-02-04 00:00:00,U211
H006202,O11983,2-Qualified,3-Proposal,2026-02-11 00:00:00,U211
H006203,O11983,3-Proposal,6-Closed Lost,2026-02-16 00:00:00,U211
H006204,O11984,,2-Qualified,2024-08-19 00:00:00,U203
H006205,O11984,2-Qualified,3-Proposal,2024-08-20 00:00:00,U203
H006206,O11984,3-Proposal,4-Negotiation,2024-08-21 00:00:00,U203
H006207,O11984,4-Negotiation,5-Closed Won,2024-08-23 00:00:00,U203
H006208,O11987,,2-Qualified,2025-12-24 00:00:00,U200
H006209,O11987,2-Qualified,3-Proposal,2026-01-13 00:00:00,U200
H006210,O11987,3-Proposal,4-Negotiation,2026-02-05 00:00:00,U200
H006211,O11987,4-Negotiation,6-Closed Lost,2026-02-09 00:00:00,U200
H006212,O11988,,2-Qualified,2025-12-03 00:00:00,U206
H006213,O11988,2-Qualified,3-Proposal,2026-01-06 00:00:00,U206
H006214,O11988,3-Proposal,4-Negotiation,2026-03-05 00:00:00,U206
H006215,O11988,4-Negotiation,6-Closed Lost,2026-04-05 00:00:00,U206
H006216,O11989,,2-Qualified,2024-05-22 00:00:00,U206
H006217,O11989,2-Qualified,6-Closed Lost,2024-07-04 00:00:00,U206
H006218,O11990,,2-Qualified,2025-09-22 00:00:00,U205
H006219,O11990,2-Qualified,3-Proposal,2025-10-10 00:00:00,U205
H006220,O11990,3-Proposal,4-Negotiation,2025-10-29 00:00:00,U205
H006221,O11990,4-Negotiation,5-Closed Won,2025-10-30 00:00:00,U205
H006222,O11991,,2-Qualified,2025-07-15 00:00:00,U217
H006223,O11991,2-Qualified,3-Proposal,2025-07-24 00:00:00,U217
H006224,O11991,3-Proposal,4-Negotiation,2025-08-01 00:00:00,U217
H006225,O11991,4-Negotiation,6-Closed Lost,2025-08-10 00:00:00,U217
H006226,O11992,,2-Qualified,2024-09-09 00:00:00,U201
H006227,O11992,2-Qualified,3-Proposal,2024-10-24 00:00:00,U201
H006228,O11992,3-Proposal,4-Negotiation,2024-11-20 00:00:00,U201
H006229,O11992,4-Negotiation,5-Closed Won,2024-12-16 00:00:00,U201
H006230,O11993,,2-Qualified,2025-09-05 00:00:00,U216
H006231,O11993,2-Qualified,3-Proposal,2025-09-17 00:00:00,U216
H006232,O11993,3-Proposal,4-Negotiation,2025-09-26 00:00:00,U216
H006233,O11993,4-Negotiation,5-Closed Won,2025-10-04 00:00:00,U216
H006234,O11994,,2-Qualified,2025-03-26 00:00:00,U205
H006235,O11994,2-Qualified,3-Proposal,2025-04-09 00:00:00,U205
H006236,O11994,3-Proposal,4-Negotiation,2025-04-25 00:00:00,U205
H006237,O11994,4-Negotiation,5-Closed Won,2025-05-08 00:00:00,U205
H006238,O11995,,2-Qualified,2026-09-11 00:00:00,U206
H006239,O11996,,2-Qualified,2024-02-24 00:00:00,U209
H006240,O11996,2-Qualified,3-Proposal,2024-03-14 00:00:00,U209
H006241,O11996,3-Proposal,4-Negotiation,2024-04-04 00:00:00,U209
H006242,O11996,4-Negotiation,5-Closed Won,2024-04-14 00:00:00,U209
H006243,O11997,,2-Qualified,2024-06-21 00:00:00,U207
H006244,O11997,2-Qualified,3-Proposal,2024-07-15 00:00:00,U207
H006245,O11997,3-Proposal,4-Negotiation,2024-09-01 00:00:00,U207
H006246,O11997,4-Negotiation,6-Closed Lost,2024-09-30 00:00:00,U207
H006247,O11998,,2-Qualified,2024-08-18 00:00:00,U221
H006248,O11998,2-Qualified,3-Proposal,2024-09-25 00:00:00,U221
H006249,O11998,3-Proposal,6-Closed Lost,2024-11-03 00:00:00,U221
H006250,O12000,,2-Qualified,2026-02-08 00:00:00,U217
H006251,O12000,2-Qualified,3-Proposal,2026-02-11 00:00:00,U217
H006252,O12000,3-Proposal,4-Negotiation,2026-02-14 00:00:00,U217
H006253,O12000,4-Negotiation,5-Closed Won,2026-02-16 00:00:00,U217
H006254,O12001,,2-Qualified,2026-03-08 00:00:00,U216
H006255,O12001,2-Qualified,3-Proposal,2026-03-30 00:00:00,U216
H006256,O12001,3-Proposal,4-Negotiation,2026-04-10 00:00:00,U216
H006257,O12001,4-Negotiation,5-Closed Won,2026-04-29 00:00:00,U216
H006258,O12002,,2-Qualified,2024-08-24 00:00:00,U211
H006259,O12002,2-Qualified,3-Proposal,2024-08-27 00:00:00,U211
H006260,O12002,3-Proposal,4-Negotiation,2024-09-01 00:00:00,U211
H006261,O12002,4-Negotiation,6-Closed Lost,2024-09-03 00:00:00,U211
H006262,O12003,,2-Qualified,2025-09-05 00:00:00,U216
H006263,O12003,2-Qualified,3-Proposal,2025-09-06 00:00:00,U216
H006264,O12003,3-Proposal,4-Negotiation,2025-09-07 00:00:00,U216
H006265,O12003,4-Negotiation,5-Closed Won,2025-09-09 00:00:00,U216
H006266,O12004,,2-Qualified,2025-01-24 00:00:00,U217
H006267,O12004,2-Qualified,3-Proposal,2025-02-20 00:00:00,U217
H006268,O12004,3-Proposal,4-Negotiation,2025-03-07 00:00:00,U217
