subscription_id,account_id,source_opportunity_id,product_name,arr,currency,term_start_date,term_end_date,billing_frequency,status,replaced_by_subscription_id
S20838,A1352,O10909,API Access,199173.37,EUR,2026-06-17,2027-06-17,Annual,Active,
S20839,A1352,O10909,Advanced Analytics,145286.55,EUR,2026-06-17,2027-06-17,Annual,Active,
S20840,A1107,O10360,API Access,32250.0,USD,2026-06-20,2028-06-20,Annual,Active,
S20841,A1207,O11080,Advanced Analytics,2142.0,USD,2026-06-21,2028-06-21,Monthly,Active,
S20842,A1009,O10448,Advanced Analytics,54698.0,USD,2026-06-27,2029-06-27,Annual,Active,
S20843,A1041,O11183,API Access,1911.0,USD,2026-06-29,2028-06-29,Annual,Amended,S99022
S20844,A1399,O11881,Core Platform,3400.0,USD,2026-06-30,2029-06-30,Annual,Active,
S20845,A1291,,Core Platform,2854.41,USD,2025-01-22,2026-01-22,Annual,Expired,
S20846,A1291,,Advanced Analytics,863.0,USD,2026-01-22,2027-01-22,Quarterly,Active,
S20847,A1136,,Core Platform,2741.34,USD,2026-02-02,2027-02-02,Annual,Active,
S20848,A1224,,Managed Training,2966.45,USD,2025-02-02,2026-02-02,Annual,Expired,
S20849,A1224,,API Access,2254.19,USD,2025-02-02,2026-02-02,Annual,Expired,
S20850,A1067,,API Access,30304.09,USD,2025-02-14,2026-02-14,Quarterly,Expired,
S20851,A1022,,Managed Training,13841.2,EUR,2025-02-22,2026-02-22,Annual,Expired,
S20852,A1349,,Advanced Analytics,12050.0,USD,2026-02-26,2027-02-26,Annual,Active,
S20853,A1232,,Managed Training,73609.2,USD,2025-02-26,2026-02-26,Annual,Expired,
S20854,A1251,,Managed Training,20921.04,GBP,2025-02-28,2026-02-28,Annual,Expired,
S20855,A1039,,Advanced Analytics,12373.05,USD,2025-03-04,2026-03-04,Annual,Expired,
S20856,A1354,,Advanced Analytics,10626.0,SGD,2025-04-04,2026-04-04,Annual,Expired,
S20857,A1386,,Core Platform,7130.56,GBP,2026-04-12,2027-04-12,Monthly,Active,
S20858,A1336,,API Access,4088.85,SGD,2025-04-14,2026-04-14,Annual,Expired,
S20859,A1336,,Managed Training,4518.9,SGD,2025-04-14,2026-04-14,Quarterly,Expired,
S20860,A1326,,API Access,89334.0,USD,2025-04-15,2026-04-15,Annual,Expired,
S20861,A1354,,API Access,3234.0,SGD,2025-04-19,2026-04-19,Annual,Expired,
S20862,A1333,,Core Platform,4752.28,USD,2026-04-21,2027-04-21,Quarterly,Active,
S20863,A1187,,Advanced Analytics,3257.25,USD,2026-04-21,2027-04-21,Annual,Active,
S20864,A1151,,Managed Training,15547.42,SGD,2025-04-24,2026-04-24,Annual,Expired,
S20865,A1040,,Managed Training,33138.0,USD,2025-04-27,2026-04-27,Annual,Expired,
S20866,A1048,,Managed Training,23395.41,USD,2025-05-01,2026-05-01,Annual,Expired,
S20867,A1048,,API Access,8276.29,USD,2026-05-01,2027-05-01,Annual,Active,
S20868,A1413,,Advanced Analytics,6132.0,USD,2025-05-02,2026-05-02,Quarterly,Expired,
S20869,A1384,,API Access,55255.78,USD,2025-05-03,2026-05-03,Quarterly,Expired,
S20870,A1384,,Managed Training,40820.62,USD,2025-05-03,2026-05-03,Annual,Expired,
S20871,A1196,,Core Platform,56279.86,GBP,2025-05-04,2026-05-04,Annual,Expired,
S20872,A1196,,Advanced Analytics,87128.41,GBP,2025-05-04,2026-05-04,Annual,Expired,
S20873,A1283,,API Access,7644.0,USD,2025-05-04,2026-05-04,Annual,Expired,
S20874,A1418,,API Access,9526.93,SGD,2026-05-10,2027-05-10,Annual,Amended,S99038
S20875,A1264,,Core Platform,21870.12,EUR,2025-05-10,2026-05-10,Annual,Expired,
S20876,A1398,,Core Platform,4620.0,EUR,2025-05-13,2026-05-13,Annual,Expired,
S20877,A1074,,Managed Training,24685.2,GBP,2025-05-16,2026-05-16,Annual,Expired,
S20878,A1074,,API Access,17501.17,GBP,2025-05-16,2026-05-16,Annual,Expired,
S20879,A1044,,API Access,10878.0,USD,2025-05-17,2026-05-17,Annual,Expired,
S20880,A1312,,Advanced Analytics,17934.0,EUR,2025-05-18,2026-05-18,Quarterly,Expired,
S20881,A1184,,Advanced Analytics,111379.76,USD,2025-05-22,2026-05-22,Annual,Expired,
S20882,A1184,,Managed Training,86866.54,USD,2025-05-22,2026-05-22,Annual,Expired,
S20883,A1119,,API Access,55366.08,USD,2026-05-25,2027-05-25,Quarterly,Active,
S20884,A1355,,Managed Training,6937.54,USD,2025-05-30,2026-05-30,Annual,Expired,
S20885,A1365,,API Access,7014.0,GBP,2025-06-01,2026-06-01,Annual,Expired,
S20886,A1147,,Core Platform,8467.2,EUR,2025-06-02,2026-06-02,Monthly,Expired,
S20887,A1164,,Core Platform,16573.28,USD,2025-06-04,2026-06-04,Annual,Expired,
S20888,A1222,,Managed Training,25536.0,EUR,2025-06-05,2026-06-05,Annual,Expired,
S20889,A1128,,Core Platform,42146.86,USD,2025-06-06,2026-06-06,Annual,Expired,
S20890,A1128,,Advanced Analytics,20214.97,USD,2025-06-06,2026-06-06,Quarterly,Expired,
S20891,A1256,,Managed Training,11605.39,BRL,2026-06-08,2027-06-08,Annual,Active,
S20892,A1147,,Advanced Analytics,5208.0,EUR,2025-06-14,2026-06-14,Annual,Expired,
S20893,A1273,,API Access,26883.12,USD,2025-06-14,2026-06-14,Annual,Expired,
S20894,A1068,,Core Platform,36587.8,USD,2026-06-14,2027-06-14,Annual,Active,
S20895,A1068,,API Access,61048.58,USD,2025-06-14,2026-06-14,Quarterly,Expired,
S20896,A1403,,Managed Training,9072.0,USD,2026-06-16,2027-06-16,Monthly,Active,
S20897,A1193,,Managed Training,7365.31,BRL,2025-06-17,2026-06-17,Annual,Expired,
S20898,A1193,,API Access,11118.93,BRL,2025-06-17,2026-06-17,Annual,Expired,
S20899,A1368,,Managed Training,86112.4,USD,2025-06-18,2026-06-18,Annual,Expired,
S20900,A1368,,Core Platform,43794.91,USD,2025-06-18,2026-06-18,Quarterly,Expired,
S20901,A1089,,Managed Training,1281.0,BRL,2026-06-18,2027-06-18,Annual,Active,
S20902,A1090,,API Access,2670.33,USD,2025-06-19,2026-06-19,Annual,Expired,
S20903,A1306,,API Access,232033.36,USD,2025-06-20,2026-06-20,Annual,Expired,
S20904,A1306,,Managed Training,153113.03,USD,2025-06-20,2026-06-20,Annual,Expired,
S20905,A1358,,API Access,32989.51,BRL,2025-06-21,2026-06-21,Monthly,Expired,
S20906,A1358,,Managed Training,37691.4,BRL,2025-06-21,2026-06-21,Annual,Expired,
S20907,A1256,,API Access,80850.0,BRL,2026-06-21,2027-06-21,Annual,Active,
S20908,A1028,,Managed Training,149469.65,USD,2025-06-21,2026-06-21,Annual,Expired,
S20909,A1028,,API Access,74098.87,USD,2025-06-21,2026-06-21,Annual,Expired,
S20910,A1370,,Advanced Analytics,20100.0,USD,2025-06-28,2026-06-28,Annual,Expired,
S20911,A1378,,Core Platform,180830.0,USD,2025-06-29,2026-06-29,Annual,Expired,
S20912,A1229,,Core Platform,74500.0,USD,2025-06-30,2026-06-30,Annual,Expired,
S20913,A1362,,Advanced Analytics,32781.73,USD,2025-07-06,2026-07-06,Annual,Amended,S99019
S20914,A1174,,Core Platform,48471.0,USD,2025-07-07,2026-07-07,Annual,Active,
S20915,A1323,,Core Platform,22008.0,SGD,2025-07-09,2026-07-09,Annual,Active,
S20916,A1335,,Advanced Analytics,159700.0,USD,2025-07-09,2026-07-09,Annual,Active,
S20917,A1134,,Core Platform,45754.12,EUR,2025-07-18,2026-07-18,Monthly,Amended,S99041
S20918,A1200,,API Access,9080.28,GBP,2025-07-18,2026-07-18,Quarterly,Active,
S20919,A1187,,Core Platform,44600.0,USD,2025-07-21,2026-07-21,Annual,Active,
S20920,A1370,,Core Platform,2310.0,USD,2025-07-21,2026-07-21,Annual,Amended,S99046
S20921,A1270,,Managed Training,53727.42,SGD,2025-07-22,2026-07-22,Monthly,Active,
S20922,A1270,,API Access,25666.57,SGD,2025-07-22,2026-07-22,Annual,Active,
S20923,A1307,,Core Platform,178229.83,USD,2025-07-24,2026-07-24,Quarterly,Active,
S20924,A1307,,Managed Training,289323.73,USD,2025-07-24,2026-07-24,Annual,Active,
S20925,A1014,,API Access,3301.39,SGD,2025-07-24,2026-07-24,Quarterly,Active,
S20926,A1298,,Managed Training,191858.2,BRL,2025-07-26,2026-07-26,Annual,Active,
S20927,A1298,,Advanced Analytics,115985.86,BRL,2025-07-26,2026-07-26,Annual,Active,
S20928,A1062,,Managed Training,17640.66,USD,2025-07-29,2026-07-29,Quarterly,Active,
S20929,A1170,,Advanced Analytics,114450.0,USD,2025-07-31,2026-07-31,Annual,Active,
S20930,A1207,,Managed Training,13455.0,USD,2025-08-05,2026-08-05,Annual,Active,
S20931,A1315,,Advanced Analytics,39771.38,USD,2025-08-06,2026-08-06,Annual,Active,
S20932,A1344,,Core Platform,25914.0,USD,2025-08-12,2026-08-12,Annual,Active,
S20933,A1159,,Advanced Analytics,156862.0,USD,2025-08-15,2026-08-15,Annual,Active,
S20934,A1169,,API Access,160000.0,USD,2025-08-15,2026-08-15,Quarterly,Active,
S20935,A1022,,API Access,9507.93,EUR,2025-08-17,2026-08-17,Annual,Active,
S20936,A1022,,Core Platform,11410.69,EUR,2025-08-17,2026-08-17,Annual,Active,
S20937,A1032,,Advanced Analytics,51321.65,USD,2025-08-21,2026-08-21,Monthly,Amended,S99025
S20938,A1032,,Managed Training,54069.66,USD,2025-08-21,2026-08-21,Annual,Active,
S20939,A1395,,API Access,11697.57,EUR,2025-08-21,2026-08-21,Annual,Active,
S20940,A1221,,API Access,58844.56,GBP,2025-08-27,2026-08-27,Quarterly,Active,
S20941,A1026,,API Access,13137.6,USD,2025-08-27,2026-08-27,Monthly,Active,
S20942,A1276,,API Access,9195.37,EUR,2025-08-31,2026-08-31,Annual,Active,
S20943,A1080,,API Access,48927.9,USD,2025-09-01,2026-09-01,Quarterly,Active,
S20944,A1296,,Advanced Analytics,128837.65,USD,2025-09-03,2026-09-03,Annual,Active,
S20945,A1296,,Core Platform,124032.29,USD,2025-09-03,2026-09-03,Annual,Active,
S20946,A1147,,Managed Training,5929.29,EUR,2025-09-08,2026-09-08,Monthly,Active,
S20947,A1147,,API Access,7637.47,EUR,2025-09-08,2026-09-08,Monthly,Active,
S20948,A1108,,Managed Training,5306.48,USD,2025-09-08,2026-09-08,Annual,Active,
S20949,A1108,,Core Platform,6189.01,USD,2025-09-08,2026-09-08,Annual,Active,
S20950,A1088,,Managed Training,10717.87,EUR,2025-09-09,2026-09-09,Annual,Active,
S20951,A1208,,Advanced Analytics,22033.73,USD,2025-09-10,2026-09-10,Quarterly,Amended,S99020
S20952,A1208,,API Access,21192.83,USD,2025-09-10,2026-09-10,Annual,Active,
S20953,A1040,,Core Platform,50274.0,USD,2025-09-11,2026-09-11,Annual,Active,
S20954,A1308,,Managed Training,54200.0,BRL,2025-09-13,2026-09-13,Annual,Active,
S20955,A1033,,Advanced Analytics,77500.0,USD,2025-09-13,2026-09-13,Annual,Active,
S20956,A1043,,Core Platform,9000.0,EUR,2025-09-16,2026-09-16,Annual,Active,
S20957,A1375,,API Access,230488.65,EUR,2025-09-21,2026-09-21,Monthly,Active,
S20958,A1375,,Core Platform,204161.84,EUR,2025-09-21,2026-09-21,Quarterly,Active,
S20959,A1029,,Core Platform,155537.34,GBP,2025-09-22,2026-09-22,Annual,Active,
S20960,A1353,,Advanced Analytics,216140.0,GBP,2025-09-22,2026-09-22,Quarterly,Active,
S20961,A1419,,Core Platform,6577.63,BRL,2025-09-22,2026-09-22,Annual,Active,
S20962,A1326,,Advanced Analytics,152298.58,USD,2025-09-23,2026-09-23,Annual,Active,
S20963,A1217,,Managed Training,2708.33,USD,2025-10-02,2026-10-02,Annual,Active,
S20964,A1217,,API Access,3900.21,USD,2025-10-02,2026-10-02,Annual,Active,
S20965,A1028,,Advanced Analytics,70619.04,USD,2025-10-04,2026-10-04,Annual,Active,
S20966,A1028,,Core Platform,54413.27,USD,2025-10-04,2026-10-04,Monthly,Active,
S20967,A1245,,Core Platform,11447.1,EUR,2025-10-08,2026-10-08,Annual,Active,
S20968,A1386,,Managed Training,38520.0,GBP,2025-10-08,2026-10-08,Annual,Active,
S20969,A1080,,Advanced Analytics,78311.93,USD,2025-10-09,2026-10-09,Annual,Active,
S20970,A1206,,Core Platform,74981.42,USD,2025-10-12,2026-10-12,Annual,Active,
S20971,A1206,,Advanced Analytics,101271.13,USD,2025-10-12,2026-10-12,Quarterly,Active,
S20972,A1319,,Managed Training,33713.08,USD,2025-10-13,2026-10-13,Monthly,Active,
S20973,A1319,,Advanced Analytics,23777.55,USD,2025-10-13,2026-10-13,Annual,Active,
S20974,A1019,,Managed Training,11556.0,USD,2025-10-15,2026-10-15,Annual,Active,
S20975,A1131,,Managed Training,106871.68,USD,2025-10-16,2026-10-16,Annual,Active,
S20976,A1123,,Core Platform,15460.2,GBP,2025-10-17,2026-10-17,Monthly,Active,
S20977,A1098,,Advanced Analytics,494600.0,USD,2025-10-20,2026-10-20,Annual,Amended,S99039
S20978,A1337,,Advanced Analytics,132804.0,USD,2025-10-20,2026-10-20,Annual,Active,
S20979,A1060,,Core Platform,40330.24,USD,2025-10-25,2026-10-25,Quarterly,Amended,S99044
S20980,A1297,,API Access,131400.0,USD,2025-10-26,2026-10-26,Quarterly,Active,
S20981,A1263,,API Access,154309.11,USD,2025-10-27,2026-10-27,Annual,Amended,S99007
S20982,A1150,,API Access,100399.94,EUR,2025-10-31,2026-10-31,Annual,Active,
S20983,A1150,,Advanced Analytics,147815.39,EUR,2025-10-31,2026-10-31,Annual,Active,
S20984,A1193,,Advanced Analytics,36685.0,BRL,2025-11-02,2026-11-02,Annual,Active,
S20985,A1221,,Managed Training,79088.49,GBP,2025-11-03,2026-11-03,Monthly,Active,
S20986,A1179,,Managed Training,95286.6,USD,2025-11-04,2026-11-04,Annual,Active,
S20987,A1404,,API Access,190500.0,USD,2025-11-07,2026-11-07,Annual,Active,
S20988,A1188,,Core Platform,260963.38,USD,2025-11-07,2026-11-07,Annual,Amended,S99001
S20989,A1097,,Managed Training,4485.75,USD,2025-11-12,2026-11-12,Annual,Active,
S20990,A1097,,Advanced Analytics,5439.71,USD,2025-11-12,2026-11-12,Annual,Active,
S20991,A1246,,Advanced Analytics,86063.22,EUR,2025-11-14,2026-11-14,Annual,Active,
S20992,A1399,,API Access,9212.7,USD,2025-11-17,2026-11-17,Annual,Active,
S20993,A1123,,Advanced Analytics,9618.0,GBP,2025-11-20,2026-11-20,Quarterly,Active,
S20994,A1031,,Managed Training,5628.0,GBP,2025-11-20,2026-11-20,Annual,Active,
S20995,A1314,,API Access,95800.0,USD,2025-11-25,2026-11-25,Annual,Active,
S20996,A1143,,API Access,140070.0,USD,2025-11-27,2026-11-27,Quarterly,Active,
S20997,A1186,,Advanced Analytics,23578.74,USD,2025-11-27,2026-11-27,Annual,Active,
S20998,A1186,,API Access,21942.38,USD,2025-11-27,2026-11-27,Annual,Active,
S20999,A1224,,Core Platform,22042.0,USD,2025-11-28,2026-11-28,Annual,Active,
S21000,A1189,,Advanced Analytics,58770.0,USD,2025-11-28,2026-11-28,Quarterly,Active,
S21001,A1235,,Core Platform,12900.0,BRL,2025-11-30,2026-11-30,Quarterly,Active,
S21002,A1128,,API Access,23794.65,USD,2025-11-30,2026-11-30,Annual,Active,
S21003,A1128,,Managed Training,26287.51,USD,2025-11-30,2026-11-30,Annual,Active,
S21004,A1397,,API Access,13297.36,USD,2025-12-01,2026-12-01,Annual,Active,
S21005,A1202,,API Access,192635.58,USD,2025-12-03,2026-12-03,Quarterly,Active,
S21006,A1245,,API Access,3730.02,EUR,2025-12-06,2026-12-06,Quarterly,Active,
S21007,A1184,,API Access,64758.54,USD,2025-12-06,2026-12-06,Annual,Active,
S21008,A1000,,Core Platform,28851.48,USD,2025-12-07,2026-12-07,Annual,Active,
S21009,A1154,,API Access,11968.18,GBP,2025-12-08,2026-12-08,Quarterly,Active,
S21010,A1154,,Managed Training,15943.58,GBP,2025-12-08,2026-12-08,Annual,Active,
S21011,A1245,,Managed Training,7631.53,EUR,2025-12-11,2026-12-11,Annual,Active,
S21012,A1017,,API Access,8600.0,EUR,2025-12-11,2026-12-11,Quarterly,Active,
S21013,A1170,,Core Platform,31570.23,USD,2025-12-18,2026-12-18,Quarterly,Active,
S21014,A1136,,Managed Training,11160.0,USD,2025-12-18,2026-12-18,Annual,Active,
S21015,A1400,,Core Platform,122379.13,USD,2025-12-20,2026-12-20,Annual,Active,
S21016,A1400,,API Access,67320.79,USD,2025-12-20,2026-12-20,Annual,Active,
S21017,A1310,,Core Platform,16615.2,USD,2025-12-20,2026-12-20,Annual,Active,
S21018,A1361,,API Access,9043.96,USD,2025-12-22,2026-12-22,Annual,Active,
S21019,A1035,,Managed Training,54437.35,USD,2025-12-22,2026-12-22,Annual,Active,
S21020,A1035,,Advanced Analytics,100674.48,USD,2025-12-22,2026-12-22,Annual,Active,
S21021,A1236,,API Access,8100.0,USD,2025-12-27,2026-12-27,Quarterly,Active,
S21022,A1266,,Core Platform,42141.01,USD,2026-01-01,2027-01-01,Annual,Active,
S21023,A1206,,Managed Training,52236.0,USD,2026-01-05,2027-01-05,Annual,Active,
S21024,A1206,,API Access,48070.12,USD,2026-01-05,2027-01-05,Annual,Active,
S21025,A1102,,Managed Training,52823.33,USD,2026-01-06,2027-01-06,Monthly,Active,
S21026,A1211,,Core Platform,2824.91,BRL,2026-01-14,2027-01-14,Quarterly,Active,
S21027,A1211,,Advanced Analytics,1806.17,BRL,2026-01-14,2027-01-14,Annual,Active,
S21028,A1346,,API Access,24027.9,USD,2026-01-17,2027-01-17,Annual,Active,
S21029,A1024,,Advanced Analytics,92259.98,USD,2026-01-18,2027-01-18,Annual,Active,
S21030,A1024,,Core Platform,84352.99,USD,2026-01-18,2027-01-18,Annual,Active,
S21031,A1204,,API Access,18732.0,USD,2026-01-21,2027-01-21,Monthly,Active,
S21032,A1279,,API Access,14700.0,USD,2026-01-26,2027-01-26,Annual,Active,
S21033,A1392,,Core Platform,7458.08,EUR,2026-01-27,2027-01-27,Annual,Amended,S99049
S21034,A1392,,Advanced Analytics,6127.75,EUR,2026-01-27,2027-01-27,Annual,Active,
S21035,A1233,,Core Platform,23908.08,USD,2026-01-30,2027-01-30,Annual,Active,
S21036,A1236,,Core Platform,14038.18,USD,2026-01-31,2027-01-31,Annual,Active,
S21037,A1236,,Advanced Analytics,17877.84,USD,2026-01-31,2027-01-31,Annual,Active,
S21038,A1274,,Managed Training,84223.19,EUR,2026-02-04,2027-02-04,Annual,Active,
S21039,A1344,,API Access,13424.02,USD,2026-02-07,2027-02-07,Quarterly,Active,
S21040,A1344,,Advanced Analytics,17359.51,USD,2026-02-07,2027-02-07,Quarterly,Active,
S21041,A1366,,Advanced Analytics,33228.37,USD,2026-02-15,2027-02-15,Quarterly,Active,
S21042,A1410,,Managed Training,98600.0,USD,2026-02-17,2027-02-17,Annual,Amended,S99034
S21043,A1087,,Core Platform,8855.13,USD,2026-02-18,2027-02-18,Annual,Active,
S21044,A1087,,API Access,5090.96,USD,2026-02-18,2027-02-18,Quarterly,Active,
S21045,A1136,,Advanced Analytics,18725.0,USD,2026-02-21,2027-02-21,Annual,Active,
S21046,A1286,,Core Platform,28890.0,USD,2026-02-23,2027-02-23,Annual,Active,
S21047,A1078,,Core Platform,27241.2,USD,2026-02-24,2027-02-24,Annual,Active,
S21048,A1209,,Core Platform,27083.0,GBP,2026-02-25,2027-02-25,Annual,Active,
S21049,A1225,,Advanced Analytics,11004.0,USD,2026-02-25,2027-02-25,Annual,Active,
S21050,A1130,,Advanced Analytics,349514.7,USD,2026-03-07,2027-03-07,Quarterly,Active,
S21051,A1130,,Managed Training,172197.89,USD,2026-03-07,2027-03-07,Annual,Active,
S21052,A1251,,Advanced Analytics,17640.0,GBP,2026-03-07,2027-03-07,Annual,Active,
S21053,A1414,,Core Platform,28062.07,USD,2026-03-08,2027-03-08,Annual,Active,
S21054,A1414,,Managed Training,25348.37,USD,2026-03-08,2027-03-08,Annual,Active,
S21055,A1357,,Advanced Analytics,23184.0,GBP,2026-03-09,2027-03-09,Annual,Active,
S21056,A1237,,Managed Training,39742.05,SGD,2026-03-09,2027-03-09,Annual,Active,
S21057,A1088,,API Access,25700.0,EUR,2026-03-13,2027-03-13,Annual,Amended,S99043
S21058,A1178,,API Access,25830.0,USD,2026-03-14,2027-03-14,Annual,Active,
S21059,A1084,,Core Platform,37878.0,USD,2026-03-19,2027-03-19,Monthly,Active,
S21060,A1359,,Managed Training,8738.62,EUR,2026-03-23,2027-03-23,Annual,Active,
S21061,A1302,,Advanced Analytics,18864.67,EUR,2026-03-27,2027-03-27,Annual,Active,
S21062,A1183,,API Access,27433.07,GBP,2026-03-27,2027-03-27,Quarterly,Active,
S21063,A1370,,API Access,21800.0,USD,2026-04-05,2027-04-05,Monthly,Active,
S21064,A1031,,Core Platform,19740.21,GBP,2026-04-09,2027-04-09,Annual,Active,
S21065,A1031,,Advanced Analytics,25516.53,GBP,2026-04-09,2027-04-09,Annual,Active,
S21066,A1066,,Core Platform,34501.07,USD,2026-04-10,2027-04-10,Quarterly,Amended,S99033
S21067,A1066,,Advanced Analytics,61095.57,USD,2026-04-10,2027-04-10,Annual,Active,
S21068,A1416,,Managed Training,23700.03,SGD,2026-04-12,2027-04-12,Annual,Active,
S21069,A1416,,API Access,18321.77,SGD,2026-04-12,2027-04-12,Annual,Active,
S21070,A1057,,Core Platform,137856.6,USD,2026-04-12,2027-04-12,Annual,Amended,S99040
S21071,A1356,,Managed Training,172000.0,BRL,2026-04-14,2027-04-14,Annual,Active,
S21072,A1401,,Core Platform,8200.0,BRL,2026-04-14,2027-04-14,Annual,Active,
S21073,A1289,,Advanced Analytics,5772.71,GBP,2026-04-14,2027-04-14,Quarterly,Active,
S21074,A1289,,Managed Training,5810.93,GBP,2026-04-14,2027-04-14,Annual,Active,
S21075,A1104,,Advanced Analytics,5688.15,USD,2026-04-14,2027-04-14,Annual,Amended,S99013
S21076,A1104,,Managed Training,3504.29,USD,2026-04-14,2027-04-14,Annual,Active,
S21077,A1196,,Managed Training,143360.62,GBP,2026-04-16,2027-04-16,Quarterly,Active,
S21078,A1099,,Managed Training,291895.96,EUR,2026-04-17,2027-04-17,Monthly,Active,
S21079,A1099,,API Access,137431.65,EUR,2026-04-17,2027-04-17,Annual,Active,
S21080,A1031,,API Access,191015.0,GBP,2026-04-18,2027-04-18,Annual,Active,
S21081,A1037,,Core Platform,26881.53,USD,2026-04-18,2027-04-18,Annual,Active,
S21082,A1037,,Managed Training,27374.67,USD,2026-04-18,2027-04-18,Annual,Active,
S21083,A1144,,API Access,4344.75,USD,2026-04-19,2027-04-19,Annual,Active,
S21084,A1219,,Advanced Analytics,12663.81,USD,2026-04-20,2027-04-20,Quarterly,Active,
S21085,A1319,,API Access,191015.0,USD,2026-04-22,2027-04-22,Annual,Active,
S21086,A1228,,Managed Training,18996.93,USD,2026-04-22,2027-04-22,Annual,Active,
S21087,A1228,,Advanced Analytics,9245.21,USD,2026-04-22,2027-04-22,Annual,Active,
S21088,A1329,,Core Platform,114030.0,USD,2026-04-24,2027-04-24,Annual,Active,
S21089,A1154,,Core Platform,37800.0,GBP,2026-04-26,2027-04-26,Annual,Active,
S21090,A1175,,Core Platform,3562.17,USD,2026-04-26,2027-04-26,Annual,Active,
S21091,A1041,,Core Platform,5589.46,USD,2026-04-26,2027-04-26,Monthly,Active,
S21092,A1067,,Advanced Analytics,9258.86,USD,2026-05-01,2027-05-01,Annual,Active,
S21093,A1303,,API Access,21866.43,USD,2026-05-02,2027-05-02,Quarterly,Active,
S21094,A1303,,Managed Training,15089.83,USD,2026-05-02,2027-05-02,Annual,Active,
S21095,A1151,,Advanced Analytics,39681.95,SGD,2026-05-03,2027-05-03,Quarterly,Active,
S21096,A1151,,API Access,22070.65,SGD,2026-05-03,2027-05-03,Annual,Active,
S21097,A1244,,Core Platform,9053.73,USD,2026-05-03,2027-05-03,Annual,Active,
S21098,A1401,,Advanced Analytics,3554.29,BRL,2026-05-05,2027-05-05,Annual,Active,
S21099,A1166,,Managed Training,92080.95,GBP,2026-05-06,2027-05-06,Monthly,Active,
S21100,A1124,,Core Platform,53109.2,USD,2026-05-07,2027-05-07,Annual,Active,
S21101,A1124,,API Access,30745.57,USD,2026-05-07,2027-05-07,Annual,Active,
S21102,A1077,,Core Platform,87800.0,USD,2026-05-09,2027-05-09,Annual,Active,
S21103,A1412,,Advanced Analytics,246695.95,EUR,2026-05-12,2027-05-12,Quarterly,Active,
S21104,A1315,,Core Platform,280342.21,USD,2026-05-20,2027-05-20,Monthly,Active,
S21105,A1261,,Managed Training,50359.37,USD,2026-05-20,2027-05-20,Annual,Active,
S21106,A1354,,Managed Training,6762.0,SGD,2026-05-21,2027-05-21,Monthly,Active,
S21107,A1117,,Advanced Analytics,6261.63,USD,2026-05-21,2027-05-21,Annual,Active,
S21108,A1117,,Managed Training,4034.76,USD,2026-05-21,2027-05-21,Quarterly,Active,
S21109,A1052,,Managed Training,25700.0,USD,2026-05-28,2027-05-28,Annual,Active,
S21110,A1219,,Core Platform,33164.24,USD,2026-05-31,2027-05-31,Annual,Active,
S21111,A1219,,Managed Training,25336.96,USD,2026-05-31,2027-05-31,Annual,Active,
S21112,A1306,,Advanced Analytics,165713.7,USD,2026-06-02,2027-06-02,Annual,Active,
S21113,A1046,,API Access,15054.78,USD,2026-06-15,2027-06-15,Annual,Active,
S21114,A1394,,Advanced Analytics,13876.77,USD,2026-06-16,2027-06-16,Annual,Active,
S21115,A1394,,Managed Training,22169.98,USD,2026-06-16,2027-06-16,Annual,Active,
S21116,A1349,,API Access,14052.58,USD,2026-06-16,2027-06-16,Quarterly,Active,
S21117,A1210,,Advanced Analytics,11253.9,GBP,2026-06-18,2027-06-18,Annual,Active,
S21118,A1293,,Core Platform,46221.77,BRL,2026-06-18,2027-06-18,Annual,Active,
S21119,A1293,,API Access,88669.11,BRL,2026-06-18,2027-06-18,Monthly,Active,
S21120,A1286,,Advanced Analytics,278800.0,USD,2026-06-20,2027-06-20,Annual,Active,
S21121,A1053,,API Access,3851.07,USD,2026-06-21,2027-06-21,Annual,Active,
S21122,A1111,,Advanced Analytics,319636.8,EUR,2026-06-21,2027-06-21,Monthly,Active,
S21123,A1064,,Advanced Analytics,20300.0,USD,2026-06-21,2027-06-21,Quarterly,Active,
S21124,A1312,,Core Platform,42513.24,EUR,2026-06-22,2027-06-22,Annual,Active,
S21125,A1399,,Managed Training,11382.22,USD,2026-06-22,2027-06-22,Annual,Active,
S21126,A1133,,Managed Training,15764.36,BRL,2026-06-23,2027-06-23,Quarterly,Active,
S21127,A1133,,API Access,22048.88,BRL,2026-06-23,2027-06-23,Annual,Active,
S21128,A1087,,Advanced Analytics,107173.36,USD,2026-06-25,2027-06-25,Annual,Active,
S21129,A1157,,API Access,1926.92,EUR,2026-06-25,2027-06-25,Monthly,Active,
S21130,A1385,,Managed Training,6477.0,USD,2026-06-25,2027-06-25,Annual,Active,
S21131,A1385,,Advanced Analytics,6444.76,USD,2026-06-25,2027-06-25,Annual,Active,
S21132,A1195,,Managed Training,56078.3,USD,2026-06-30,2027-06-30,Annual,Amended,S99023
S99000,A1382,,Managed Training,13867.18,GBP,2026-02-17,2027-10-17,Annual,Active,
S99001,A1188,,Core Platform,316039.38,USD,2026-03-07,2026-11-07,Annual,Active,
S99002,A1419,,API Access,13555.09,BRL,2026-10-10,2028-06-10,Annual,Active,
S99003,A1204,,Core Platform,18606.13,USD,2026-02-04,2026-10-04,Annual,Active,
